ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
5398	Amawaka	axe	rowɨ_I	rowɨ_I	r o w ɨ	None	307	r o w ɨ
5399	Kaxinawa	axe	duɨ	duɨ	d u ɨ	None	307	d u - ɨ
5400	Marinawa	axe	rowɨ	rowɨ	r o w ɨ	None	307	r o w ɨ
5401	Yawanawa	axe	ruˈɨ	ruˈɨ	r u ɨ	None	307	r u - ɨ
5402	Matis	axe	duɨ	duɨ	d u ɨ	None	307	d u - ɨ
5403	Mayoruna	axe	duɨ	duɨ	d u ɨ	None	307	d u - ɨ
7047	Proto-Panoan	axe	yami	yami	j a m i	None	443	j a m i ( - - - - )
7048	ShipiboKonibo	axe	yami	yami	j a m i	None	443	j a m i ( - - - - )
7049	Kapanawa	axe	yami	yami	j a m i	None	443	j a m i ( - - - - )
7050	Yaminawa	axe	yami	yami	j a m i	None	443	j a m i ( - - - - )
7051	Chaninawa	axe	yami	yami	j a !m/b i	None	443	j a !m/b i ( - - - - )
7052	Chaninawa	axe	yabi	yabi	j a b i	None	443	j a b i ( - - - - )
7053	Sharanawa	axe	yami	yami	j a m i	None	443	j a m i ( - - - - )
7054	Sharanawa	axe	yamin	yamin	j a m i n	None	443	j a m i ( n - - - )
7055	Poyanawa	axe	iamĩbapu	iamĩbapu	j a m ĩ b a p u	(prov. iamĩ + bapu	443	j a m ĩ ( b a p u )
7056	Amawaka	axe	yami_I	yami_I	j a m i	None	443	j a m i ( - - - - )
7057	Kaxinawa	axe	yami	yami	j a m i	None	443	j a m i ( - - - - )
7058	Marinawa	axe	yami	yami	j a m i	None	443	j a m i ( - - - - )
2378	Proto-Panoan	back	kaʔtɨ	kaʔtɨ	k a ʔ t ɨ	None	69	k a ʔ t ɨ ( - - - - - )
2379	Kapanawa	back	kaʔtɨ	kaʔtɨ	k a ʔ t ɨ	None	69	k a ʔ t ɨ ( - - - - - )
2380	Chakobo	back	katɨ	katɨ	k a t ɨ	None	69	k a - t ɨ ( - - - - - )
2381	Kaxarari	back	ˈkatapu	ˈkatapu	k a t a p u	(PICKERING,  s.d.	69	k a - t a ( - - p u - )
2382	Yaminawa	back	kati	kati	k a t !i/ɨ	None	69	k a - t !i/ɨ ( - - - - - )
2383	Chaninawa	back	kato	kato	k a t !o/ɨ	None	69	k a - t !o/ɨ ( - - - - - )
2384	Chaninawa	back	katɨ	katɨ	k a t ɨ	None	69	k a - t ɨ ( - - - - - )
2385	Sharanawa	back	katɨ	katɨ	k a t ɨ	None	69	k a - t ɨ ( - - - - - )
2386	Sharanawa	back	katɨn	katɨn	k a t ɨ n	None	69	k a - t ɨ ( - - n - - )
2387	Poyanawa	back	katɨhaw	katɨhaw	k a t ɨ h a w	(katɨ <<costas>> + haw <<osso>>	69	k a - t ɨ ( - - h a w )
2388	Amawaka	back	katɨ́	katɨ́	k a t ɨ́	None	69	k a - t ɨ́ ( - - - - - )
2389	Kaxinawa	back	katɨ	katɨ	k a t ɨ	None	69	k a - t ɨ ( - - - - - )
2390	Marinawa	back	katɨ	katɨ	k a t ɨ	None	69	k a - t ɨ ( - - - - - )
2391	Matis	back	kaʂuku	kaʂuku	k a ʂ u k u	None	69	k a - - - ( ʂ u k u - )
2633	Kakataibo	back	ka-ʂo	ka-ʂo	k a + ʂ o	None	85	k a ( + - - - ) ʂ o ( - - - )
2644	Kaxinawa	back	katɨ	katɨ	k a t ɨ	None	85	k a ( - t ɨ - ) - - ( - - - )
2646	Matis	back	ka-ʂuku	ka-ʂuku	k a + ʂ u k u	None	85	k a ( + - - - ) ʂ u ( - k u )
2632	Proto-Panoan	back (body-part prefix)	ka-	ka-	k a	None	85	k a ( - - - - ) - - ( - - - )
2634	ShipiboKonibo	back (body-part prefix)	ka-ʂo	ka-ʂo	k a + ʂ o	None	85	k a ( + - - - ) ʂ o ( - - - )
2635	ShipiboKonibo	back (body-part prefix)	kaʂaʂão	kaʂaʂão	k a ʂ a ʂ ã o	None	85	k a ( - - - - ) ʂ a ( ʂ ã o )
2636	Marubo	back (body-part prefix)	kaʃo	kaʃo	k a ʃ o	None	85	k a ( - - - - ) ʃ o ( - - - )
2637	Chakobo	back (body-part prefix)	ˈka-ʂo	ˈka-ʂo	k a + ʂ o	None	85	k a ( + - - - ) ʂ o ( - - - )
2638	Poyanawa	back (body-part prefix)	kahku	kahku	k a h k u	None	85	k a ( - - - - ) - - ( h k u )
2639	Kaxarari	back (body-part prefix)	kaʃaˈho	kaʃaˈho	k a ʃ a h o	None	85	k a ( - - - - ) ʃ a ( - h o )
2640	Sharanawa	back (body-part prefix)	ka-tɨ-ʂao	ka-tɨ-ʂao	k a + t ɨ + ʂ a o	None	85	k a ( + t ɨ + ) ʂ a ( - o - )
2641	Katukina	back (body-part prefix)	ka-ʃu	ka-ʃu	k a + ʃ u	None	85	k a ( + - - - ) ʃ u ( - - - )
2642	Amawaka	back (body-part prefix)	ká-tɨ-xáo	ká-tɨ-xáo	k !á/a + t ɨ + x !á/a o	None	85	k !á/a ( + t ɨ + ) x !á/a ( - o - )
2643	Kaxinawa	back (body-part prefix)	ka-ʂaʂu	ka-ʂaʂu	k a + ʂ a ʂ u	None	85	k a ( + - - - ) ʂ a ( ʂ u - )
2645	Marinawa	back (body-part prefix)	ká-ʂáʂó	ká-ʂáʂó	k !á/a + ʂ !á/a ʂ !ó/o	None	85	k !á/a ( + - - - ) ʂ !á/a ( ʂ !ó/o - )
2647	Matis	back (body-part prefix)	ʂuku	ʂuku	ʂ u k u	None	85	- - ( - - - - ) ʂ u ( - k u )
2648	Mayoruna	back (body-part prefix)	kaˈʂu	kaˈʂu	k a ʂ u	None	85	k a ( - - - - ) ʂ u ( - - - )
1899	Proto-Panoan	back part	tʃipo	tʃipo	tʃ i p o	None	32	( - - - - - ) tʃ i p o ( - - - )
1900	Kakataibo	back part	tʃipṍmi	tʃipṍmi	tʃ i p !ṍ/o ~ m i	None	32	( - - - - - ) tʃ i p !ṍ/o ( ~ m i )
1901	ShipiboKonibo	back part	tʃipṍki	tʃipṍki	tʃ i p !ṍ/o ~ k i	None	32	( - - - - - ) tʃ i p !ṍ/o ( ~ k i )
1902	Kapanawa	back part	tʃipónki	tʃipónki	tʃ i p !ó/o n k i	None	32	( - - - - - ) tʃ i p !ó/o ( n k i )
1903	Marubo	back part	tʃipo	tʃipo	tʃ i p o	None	32	( - - - - - ) tʃ i p o ( - - - )
1904	Chakobo	back part	tʃípo	tʃípo	tʃ !í/i p o	None	32	( - - - - - ) tʃ !í/i p o ( - - - )
1905	Chakobo	back part	anitʃípo	anitʃípo	a n i tʃ !í/i p o	None	32	( - - a n i ) tʃ !í/i p o ( - - - )
1906	Sharanawa	back part	tʃipo	tʃipo	tʃ i p o	None	32	( - - - - - ) tʃ i p o ( - - - )
1907	Katukina	back part	tʃipu	tʃipu	tʃ i p u	None	32	( - - - - - ) tʃ i p u ( - - - )
1908	Amawaka	back part	tʃípo	tʃípo	tʃ !í/i p o	None	32	( - - - - - ) tʃ !í/i p o ( - - - )
1909	Amawaka	back part	taʔɨ_tʃipõ	taʔɨ_tʃipõ	t a ʔ ɨ + tʃ i p õ	None	32	( t a ʔ ɨ + ) tʃ i p õ ( - - - )
1910	Amawaka	back part	tʃipo	tʃipo	tʃ i p o	None	32	( - - - - - ) tʃ i p o ( - - - )
1911	Kaxinawa	back part	tʃipu	tʃipu	tʃ i p u	None	32	( - - - - - ) tʃ i p u ( - - - )
1912	Marinawa	back part	tʃipo	tʃipo	tʃ i p o	None	32	( - - - - - ) tʃ i p o ( - - - )
1913	Matis	back part	tʃitʃin	tʃitʃin	tʃ i tʃ i n	None	600	( - - - - - ) tʃ i tʃ i n ( - - )
4785	Proto-Panoan	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4786	Kakataibo	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4787	ShipiboKonibo	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4788	Kapanawa	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4789	Marubo	bad smell, stench	ˈpisia	ˈpisia	p i s i a	None	262	p i s i ( - a - - )
4790	Chakobo	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4791	Sharanawa	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4792	Sharanawa	bad smell, stench	pisia	pisia	p i s i a	None	262	p i s i ( - a - - )
4793	Katukina	bad smell, stench	pisi-ai	pisi-ai	p i s i + a i	None	262	p i s i ( + a - i )
4794	Amawaka	bad smell, stench	pisí_I	pisí_I	p i s !í/i	None	262	p i s !í/i ( - - - - )
4795	Kaxinawa	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4796	Marinawa	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4797	Korubo	bad smell, stench	pisaβale	pisaβale	p i s a β a l e	None	262	p i s a ( β a l e )
4798	Matis	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
4799	Mayoruna	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i ( - - - - )
6474	Proto-Panoan	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6475	Kakataibo	bamboo used for making arrows	tɔɔ	tɔɔ	t ɔ ɔ	None	394	( - - - - ) t ɔ - ɔ ( - )
6476	Kakataibo	bamboo used for making arrows	to	to	t o	None	679	( - - - - ) t o - - -
6477	ShipiboKonibo	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6478	Kapanawa	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6480	Chakobo	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6481	Sharanawa	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6482	Sharanawa	bamboo used for making arrows	tawan	tawan	t a w a n	None	394	( - - - - ) t a w a ( n )
6483	Amawaka	bamboo used for making arrows	táá_I	táá_I	t !á/a !á/a	None	394	( - - - - ) t !á/a - !á/a ( - )
6484	Kaxinawa	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6485	Marinawa	bamboo used for making arrows	ɸakátáwa	ɸakátáwa	ɸ a k !á/a t !á/a w a	None	394	( ɸ a k !á/a ) t !á/a w a ( - )
6486	Korubo	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6487	Matis	bamboo used for making arrows	tawa	tawa	t a w a	None	394	( - - - - ) t a w a ( - )
6488	Mayoruna	bamboo used for making arrows	taua	taua	t a w a	None	394	( - - - - ) t a w a ( - )
3197	Proto-Panoan	banana	ma[n]i	ma[n]i	m a rⁿ i	None	134	m a rⁿ i - - ( - - - - - - )
3198	ShipiboKonibo	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3199	ShipiboKonibo	banana	mani_pĩi	mani_pĩi	m a n i + p ĩ i	None	134	m a n i - - ( - + p ĩ i - )
3200	Kapanawa	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3201	Marubo	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3202	Marubo	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3203	Chakobo	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3204	Yaminawa	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3205	Chaninawa	banana	mania	mania	m a n i a	None	134	m a n i - a ( - - - - - - )
3206	Sharanawa	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3207	Sharanawa	banana	manin	manin	m a n i n	None	134	m a n i - - ( - n - - - - )
3208	Sharanawa	banana	manian	manian	m a n i a n	None	134	m a n i - - ( a n - - - - )
3209	Sharanawa	banana	manianɨn	manianɨn	m a n i a n ɨ n	None	134	m a n i - - ( a n - - ɨ n )
3210	Katukina	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3211	Poyanawa	banana	mãdĩ	mãdĩ	m ã d ĩ	None	134	m ã d ĩ - - ( - - - - - - )
3212	Amawaka	banana	manĩʔá_I	manĩʔá_I	m a n ĩ ʔ !á/a	None	134	m a n ĩ ʔ !á/a ( - - - - - - )
3213	Kaxinawa	banana	mani	mani	m a n i	None	134	m a n i - - ( - - - - - - )
3214	Marinawa	banana	mã́nĩã	mã́nĩã	m !ã́/ã n ĩ ã	None	134	m !ã́/ã n ĩ - ã ( - - - - - - )
3215	Yawanawa	banana	manĩa	manĩa	m a n ĩ a	None	134	m a n ĩ - a ( - - - - - - )
3216	Mayoruna	banana	maˈni	maˈni	m a n i	None	134	m a n i - - ( - - - - - - )
4677	Katukina	banana	pɨi	pɨi	p ɨ i	None	254	p ɨ - i ( - )
4682	Yawanawa	banana	pɨ.ˈi	pɨ.ˈi	p ɨ i	None	254	p ɨ - i ( - )
5546	Matis	banana	sinkuin	sinkuin	s i n k u i n	None	624	s i n k u i n
5682	Proto-Panoan	bark of tree, skin	ʂakaCc	ʂakaCc	ʂ a k a tʳ	None	331	( - - - ) ʂ a k a tʳ ( - )
5683	Kakataibo	bark of tree, skin	ʂaká	ʂaká	ʂ a k !á/a	None	331	( - - - ) ʂ a k !á/a - ( - )
5684	ShipiboKonibo	bark of tree, skin	ʂaká	ʂaká	ʂ a k !á/a	None	331	( - - - ) ʂ a k !á/a - ( - )
5685	Kapanawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	( - - - ) ʂ a k a - ( - )
5686	Marubo	bark of tree, skin	ˈiwiʃaka	ˈiwiʃaka	i w i ʃ a k a	None	331	( i w i ) ʃ a k a - ( - )
5687	Marubo	bark of tree, skin	ʃaka	ʃaka	ʃ a k a	None	331	( - - - ) ʃ a k a - ( - )
5688	Chakobo	bark of tree, skin	ʂakáta	ʂakáta	ʂ a k !á/a t a	None	331	( - - - ) ʂ a k !á/a t ( a )
5689	Sharanawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	( - - - ) ʂ a k a - ( - )
5690	Sharanawa	bark of tree, skin	ʂakan	ʂakan	ʂ a k a n	None	331	( - - - ) ʂ a k a - ( n )
5691	Shanenawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	( - - - ) ʂ a k a - ( - )
5692	Katukina	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	( - - - ) ʂ a k a - ( - )
5693	Poyanawa	bark of tree, skin	haka	haka	h a k a	None	331	( - - - ) h a k a - ( - )
5694	Amawaka	bark of tree, skin	xakaa_I	xakaa_I	x a k a a	None	331	( - - - ) x a k a - ( a )
5695	Kaxinawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	( - - - ) ʂ a k a - ( - )
6121	Marinawa	bark of tree, skin	ʂóká	ʂóká	ʂ !ó/o k !á/a	None	365	( - - - ) ʂ !ó/o k !á/a ( - - - - )
2614	Proto-Panoan	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i ( - - - )
2615	Kakataibo	bat	kaʃa	kaʃa	k a ʃ a	None	84	k a ʃ a ( - - - )
2616	Kakataibo	bat	kãʃa	kãʃa	k ã ʃ a	None	84	k ã ʃ a ( - - - )
2617	Kakataibo	bat	kaʃian	kaʃian	k a ʃ i a n	None	525	k a ( - - ) ʃ i - a ( n )
2618	Kakataibo	bat	kainʃa	kainʃa	k a i n ʃ a	None	526	k a ( i n ) ʃ a - - ( - )
2619	Kakataibo	bat	kaia	kaia	k a j a	None	527	k a ( - - ) j a - - ( - )
2620	ShipiboKonibo	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i ( - - - )
2621	Kapanawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i ( - - - )
2622	Chakobo	bat	kaʃi_I	kaʃi_I	k a ʃ i	None	84	k a ʃ i ( - - - )
2623	Chakobo	bat	kaʃɨʔa	kaʃɨʔa	k a ʃ ɨ ʔ a	None	84	k a ʃ ɨ ( ʔ a - )
2624	Kaxarari	bat	kaʃiˈwa	kaʃiˈwa	k a ʃ i w a	None	84	k a ʃ i ( w a - )
2625	Sharanawa	bat	kaʂi	kaʂi	k a ʂ i	None	84	k a ʂ i ( - - - )
2626	Sharanawa	bat	kaʂin	kaʂin	k a ʂ i n	None	84	k a ʂ i ( - - n )
2627	Shanenawa	bat	kaʂi	kaʂi	k a ʂ i	None	84	k a ʂ i ( - - - )
2628	Katukina	bat	kantʃi	kantʃi	k a n.tʃ i	None	680	k a n.tʃ i ( - - - )
2629	Kaxinawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i ( - - - )
2630	Marinawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i ( - - - )
2631	Yawanawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i ( - - - )
2853	ShipiboKonibo	bat	kõkíʃ	kõkíʃ	k õ k !í/i ʃ	None	104	k õ - k !í/i ʃ ( - - - )
2859	Sharanawa	bat	kokoʂin	kokoʂin	k o k o ʂ i n	None	104	k o - k o ʂ ( i n - )
2884	Proto-Panoan	bat	koko[ʃs]i	koko[ʃs]i	k o k o !s/ʃ i	None	107	k o k o !s/ʃ i
2885	Amawaka	bat	kokos_I	kokos_I	k o k o s	None	107	k o k o s -
2886	Marinawa	bat	kókoʃi	kókoʃi	k ó/o k o ʃ i	(Ver etimologia 192	107	k ó/o k o ʃ i
2281	Proto-Panoan	beard	kwɨ[n]i	kwɨ[n]i	kʷ ɨ rⁿ i	None	62	kʷ ɨ rⁿ i
2282	Kakataibo	beard	kwɨni	kwɨni	kʷ ɨ n i	None	62	kʷ ɨ n i
2283	ShipiboKonibo	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i
2284	Kapanawa	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i
2285	Marubo	beard	ˈkɨni	ˈkɨni	k ɨ n i	None	62	k ɨ n i
2286	Chakobo	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i
2287	Chaninawa	beard	kɨʂdi	kɨʂdi	k ɨ ʂ d i	None	602	k ɨ ʂ d i ( - )
2288	Chaninawa	beard	kɨti	kɨti	k ɨ t i	None	681	k ɨ t i
2289	Sharanawa	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	606	k ɨ ʂ n i ( - )
2290	Sharanawa	beard	kɨʂnin	kɨʂnin	k ɨ ʂ n i n	None	607	k ɨ ʂ n i ( n )
2291	Katukina	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i
2292	Amawaka	beard	kɨni	kɨni	k ɨ n i	II	62	k ɨ n i
2293	Kaxinawa	beard	kui	kui	kʷ i	None	62	kʷ i - -
2294	Kaxinawa	beard	kɨʃni	kɨʃni	k ɨ ʃ n i	None	604	k ɨ ʃ n i ( - )
2295	Yawanawa	beard	kɨʃni	kɨʃni	k ɨ ʃ n i	None	603	k ɨ ʃ n i ( - )
2296	Korubo	beard	kwiβu	kwiβu	kʷ i β u	None	605	kʷ i β - u -
2297	Matis	beard	kuini	kuini	kʷ i n i	None	62	kʷ i n i
2298	Mayoruna	beard	kwiˈbu	kwiˈbu	kʷ i b u	None	524	kʷ i b - u -
2352	Proto-Panoan	beard	kwɨʂ[n]i	kwɨʂ[n]i	kʷ ɨ ʂ rⁿ i	None	66	kʷ ɨ ʂ rⁿ i ( - )
2353	ShipiboKonibo	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i ( - )
2355	Chaninawa	beard	kɨʃdi	kɨʃdi	k ɨ ʃ d i	None	66	k ɨ ʃ d i ( - )
2356	Chaninawa	beard	kɨti	kɨti	k ɨ t i	None	682	k ɨ t i
2357	Sharanawa	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i ( - )
2358	Sharanawa	beard	kɨʂnin	kɨʂnin	k ɨ ʂ n i n	None	66	k ɨ ʂ n i ( n )
2359	Poyanawa	beard	kũhdi	kũhdi	k ũ h d i	None	66	k ũ h d i ( - )
2360	Kaxinawa	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i ( - )
2361	Marinawa	beard	kɨ́ʂní	kɨ́ʂní	k !ɨ́/ɨ ʂ n !í/i	None	66	k !ɨ́/ɨ ʂ n !í/i ( - )
2362	Yawanawa	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i ( - )
2363	Mayoruna	beard	kuiʃbu	kuiʃbu	kʷ i ʃ b u	None	66	kʷ i ʃ b u ( - )
2819	Kakataibo	beard	kuɨni	kuɨni	kʷ ɨ n i	None	812	kʷ - - ɨ ( - n i - - - )
1573	Proto-Panoan	bee wax	βoi[Cc]	βoi[Cc]	β o i tʳ	None	4	β o - i tʳ ( - - - - ) -
1574	Kakataibo	bee wax	βoí	βoí	β o !í/i	None	4	β o - !í/i - ( - - - - ) -
1576	Kapanawa	bee wax	βoí	βoí	β o !í/i	None	4	β o - !í/i - ( - - - - ) -
1577	Chakobo	bee wax	βoítʃo	βoítʃo	β o !í/i tʃ o	None	4	β o - !í/i - ( - tʃ o - ) -
1578	Chakobo	bee wax	βoi	βoi	β o i	None	4	β o - i - ( - - - - ) -
1579	Chakobo	bee wax	βoi-tʃɨkɨ	βoi-tʃɨkɨ	β o i + tʃ ɨ k ɨ	None	4	β o - i - ( + tʃ ɨ k ) ɨ
1580	Amawaka	bee wax	wowí_I	wowí_I	w o w !í/i	None	4	w o w !í/i - ( - - - - ) -
1581	Marinawa	bee wax	ɸói	ɸói	ɸ !ó/o i	None	4	ɸ !ó/o - i - ( - - - - ) -
1582	Kaxinawa	bee wax	bui	bui	b u i	None	4	b u - i - ( - - - - ) -
1583	Katukina	bee wax	βui-ʃuma	βui-ʃuma	β u i + ʃ u m a	None	4	β u - i - ( + ʃ u m ) a
1584	Yawanawa	bee wax	mui_ʃuma	mui_ʃuma	m u i + ʃ u m a	None	4	m u - i - ( + ʃ u m ) a
1585	Mayoruna	bee wax	buˈid	buˈid	b u i d	None	4	b u - i d ( - - - - ) -
3735	Proto-Panoan	below, under	nama	nama	n a m a	None	179	n a m a - ( - - )
3736	Kakataibo	below, under	namã	namã	n a m ã	None	179	n a m ã - ( - - )
3737	Kakataibo	below, under	naˈmɨ	naˈmɨ	n a m ɨ	None	683	n a m ɨ - ( - - )
3738	ShipiboKonibo	below, under	namã	namã	n a m ã	None	179	n a m ã - ( - - )
3739	Kapanawa	below, under	namán	namán	n a m !á/a n	None	179	n a m !á/a n ( - - )
3740	Marubo	below, under	-namã	-namã	n a m ã	None	179	n a m ã - ( - - )
3741	Marubo	below, under	namã	namã	n a m ã	None	179	n a m ã - ( - - )
3742	Chakobo	below, under	nama	nama	n a m a	None	179	n a m a - ( - - )
3743	Chakobo	below, under	naˈmá	naˈmá	n a m !á/a	None	608	n a m !á/a - ( - - )
3744	Kaxarari	below, under	niˈma	niˈma	n i m a	None	684	n i m a - ( - - )
3745	Yaminawa	below, under	namã	namã	n a m ã	None	179	n a m ã - ( - - )
3746	Sharanawa	below, under	naman	naman	n a m a n	None	179	n a m a n ( - - )
3747	Shanenawa	below, under	naman	naman	n a m a n	None	179	n a m a n ( - - )
3748	Amawaka	below, under	nãmã	nãmã	n ã m ã	None	179	n ã m ã - ( - - )
3749	Kaxinawa	below, under	namã	namã	n a m ã	None	179	n a m ã - ( - - )
3750	Marinawa	below, under	nãmã	nãmã	n ã m ã	None	179	n ã m ã - ( - - )
3751	Yawanawa	below, under	nɨmɨri	nɨmɨri	n ɨ m ɨ r i	None	179	n ɨ m ɨ - ( r i )
6011	Proto-Panoan	benefactive	-ʂo[n]	-ʂo[n]	ʂ o rⁿ	None	357	ʂ o rⁿ ( - )
6012	Kakataibo	benefactive	-ʂõ	-ʂõ	ʂ õ	None	357	ʂ õ - ( - )
6013	ShipiboKonibo	benefactive	-ʂõ	-ʂõ	ʂ õ	None	357	ʂ õ - ( - )
6014	Kapanawa	benefactive	-ʂon	-ʂon	ʂ o n	None	357	ʂ o n ( - )
6015	Marubo	benefactive	ʂo	ʂo	ʂ o	None	357	ʂ o - ( - )
6016	Yaminawa	benefactive	ʂon	ʂon	ʂ o n	None	357	ʂ o n ( - )
6017	Sharanawa	benefactive	-ʂon-	-ʂon-	ʂ o n	None	357	ʂ o n ( - )
6018	Shanenawa	benefactive	-ʂun	-ʂun	ʂ u n	None	357	ʂ u n ( - )
6019	Shanenawa	benefactive	ʂuna	ʂuna	ʂ u n a	None	357	ʂ u n ( a )
6020	Katukina	benefactive	-ʂũ	-ʂũ	ʂ ũ	None	357	ʂ ũ - ( - )
6021	Katukina	benefactive	-shõ	-shõ	ʃ õ	None	685	ʃ õ - ( - )
6022	Amawaka	benefactive	xõ	xõ	x õ	None	357	x õ - ( - )
6023	Kaxinawa	benefactive	-ʂu	-ʂu	ʂ u	None	357	ʂ u - ( - )
6024	Marinawa	benefactive	-ʂõ	-ʂõ	ʂ õ	None	357	ʂ õ - ( - )
6025	Yawanawa	benefactive	-ʃun	-ʃun	ʃ u n	None	357	ʃ u n ( - )
6026	Korubo	benefactive	-ʃun	-ʃun	ʃ u n	None	357	ʃ u n ( - )
6027	Matis	benefactive	-ʂun	-ʂun	ʂ u n	None	357	ʂ u n ( - )
49	Proto-Panoan	big	ʔani	ʔani	ʔ a n i	None	336	( - - - - - ) ʔ a n i ( - - - - - - )
51	ShipiboKonibo	big	ʔani	ʔani	ʔ a n i	None	336	( - - - - - ) ʔ a n i ( - - - - - - )
52	Kapanawa	big	ʔani	ʔani	ʔ a n i	None	336	( - - - - - ) ʔ a n i ( - - - - - - )
53	Kapanawa	big	wɨˈan_ʔani	wɨˈan_ʔani	w ɨ a n + ʔ a n i	None	336	( w ɨ a n + ) ʔ a n i ( - - - - - - )
54	Marubo	big	ˈɐ̃ni-	ˈɐ̃ni-	ɐ̃ n i	None	336	( - - - - - ) - ɐ̃ n i ( - - - - - - )
55	Chakobo	big	ʔani_hɨnɨ	ʔani_hɨnɨ	ʔ a n i + h ɨ n ɨ	None	336	( - - - - - ) ʔ a n i ( + h ɨ n ɨ - )
56	Chakobo	big	ani-	ani-	a n i	None	336	( - - - - - ) - a n i ( - - - - - - )
57	Kaxarari	big	lakiɦaˈi	lakiɦaˈi	l a k i ɦ a i	None	336	( l a k i - ) ɦ a - i ( - - - - - - )
58	Sharanawa	big	aniɸo	aniɸo	a n i ɸ o	None	336	( - - - - - ) - a n i ( - ɸ o - - - )
59	Sharanawa	big	aniɸoan	aniɸoan	a n i ɸ o a n	None	336	( - - - - - ) - a n i ( - ɸ o a n - )
60	Shanenawa	big	anihu	anihu	a n i h u	None	336	( - - - - - ) - a n i ( - h u - - - )
61	Katukina	big	ani-pa	ani-pa	a n i + p a	None	336	( - - - - - ) - a n i ( + p a - - - )
62	Poyanawa	big	ãdiβu	ãdiβu	ã d i β u	None	336	( - - - - - ) - ã d i ( - β u - - - )
63	Kaxinawa	big	anibu	anibu	a n i b u	None	336	( - - - - - ) - a n i ( - b u - - - )
66	Mayoruna	big	ania	ania	a n i a	None	336	( - - - - - ) - a n i ( - - a - - - )
182	Proto-Panoan	big	ʔɨwa	ʔɨwa	ʔ ɨ w a	None	24	( - - - - - - ) ʔ ɨ w a ( - - - - - - - - - - - - )
183	Kakataibo	big	ʔĩɔ	ʔĩɔ	ʔ ĩ ɔ	None	24	( - - - - - - ) ʔ ĩ - ɔ ( - - - - - - - - - - - - )
184	Kakataibo	big	-ɔ	-ɔ	ɔ	None	24	( - - - - - ɔ ) - - - - ( - - - - - - - - - - - - )
